Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
argo_merge_bbp700_adj,Adjusted Particle Backscattering at 700 nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,426,tblArgoMerge_REP,700 adjusted particle backscattering argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_bbp700_adj_err,Adjusted Particle Backscattering Error at 700 nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,427,tblArgoMerge_REP,700 error adjusted particle backscattering argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_turbidity,Sea Water Turbidity,ntu,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,428,tblArgoMerge_REP,turbidity argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_turbidity_adj,Adjusted Sea Water Turbidity,ntu,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,429,tblArgoMerge_REP,adjusted turbidity argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_turbidity_adj_err,Adjusted Sea Water Turbidity Error,ntu,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,430,tblArgoMerge_REP,error adjusted turbidity argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cp,Particle Beam Attenuation at x nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,431,tblArgoMerge_REP,particle beam attenuation argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cp_adj,Adjusted Particle Beam Attenuation at x nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,432,tblArgoMerge_REP,adjusted particle beam attenuation argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cp_adj_err,Adjusted Particle Beam Attenuation Error at x nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,433,tblArgoMerge_REP,error adjusted particle beam attenuation argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cp660,Particle Beam Attenuation at 660 nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,434,tblArgoMerge_REP,660 particle beam attenuation argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cp660_adj,Adjusted Particle Beam Attenuation at 660 nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,435,tblArgoMerge_REP,660 adjusted particle beam attenuation argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cp660_adj_err,Adjusted Particle Beam Attenuation Error at 660 nanometers,1/m,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,436,tblArgoMerge_REP,660 error adjusted particle beam attenuation argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_chl,Chlorophyll-A,mg/m^3,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,437,tblArgoMerge_REP,chl chlorophyll argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_chl_adj,Adjusted Chlorophyll-A,mg/m^3,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,438,tblArgoMerge_REP,adjusted chl chlorophyll argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_chl_adj_err,Adjusted Chlorophyll-A Error,mg/m^3,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,439,tblArgoMerge_REP,error adjusted chl chlorophyll argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cdom,Concentration of Colored Dissolved Organic Matter,ppb,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,440,tblArgoMerge_REP,cdom concentration dissolved organic matter argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cdom_adj,Adjusted Concentration of Colored Dissolved Organic Matter,ppb,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,441,tblArgoMerge_REP,adjusted cdom concentration dissolved organic matter argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_cdom_adj_err,Adjusted Concentration of Colored Dissolved Organic Matter Error,ppb,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,442,tblArgoMerge_REP,error adjusted cdom concentration dissolved organic matter argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_NO3,Nitrate (NO3),mumol/Kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,443,tblArgoMerge_REP,nitrate no3 argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_NO3_adj,Adjusted Nitrate (NO3),mumol/Kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,444,tblArgoMerge_REP,adjusted nitrate no3 argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_NO3_adj_err,Adjusted Nitrate Error (NO3),mumol/Kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,445,tblArgoMerge_REP,error adjusted nitrate no3 argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_bisulfide,Bisulfide,mumol/Kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,446,tblArgoMerge_REP,bisulfide argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_bisulfide_adj,Adjusted Bisulfide,mumol/Kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,447,tblArgoMerge_REP,adjusted bisulfide argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_bisulfide_adj_err,Adjusted Bisulfide Error,mumol/Kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,448,tblArgoMerge_REP,error adjusted bisulfide argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_ph,pH,,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,449,tblArgoMerge_REP,ph argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_ph_adj,Adjusted pH,,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,450,tblArgoMerge_REP,adjusted ph argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_ph_adj_err,Adjusted pH Error,,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,451,tblArgoMerge_REP,error adjusted ph argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr,Downwelling Irradiance at x nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,452,tblArgoMerge_REP,downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr_adj,Adjusted Downwelling Irradiance at x nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,453,tblArgoMerge_REP,adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr_adj_err,Adjusted Downwelling Irradiance Error at x nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,454,tblArgoMerge_REP,error adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr380,Downwelling Irradiance at 380 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,455,tblArgoMerge_REP,380 downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr380_adj,Adjusted Downwelling Irradiance at 380 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,456,tblArgoMerge_REP,380 adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr380_adj_err,Adjusted Downwelling Irradiance Error at 380 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,457,tblArgoMerge_REP,380 error adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr412,Downwelling Irradiance at 412 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,458,tblArgoMerge_REP,412 downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr412_adj,Adjusted Downwelling Irradiance at 412 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,459,tblArgoMerge_REP,412 adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr412_adj_err,Adjusted Downwelling Irradiance Error at 412 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,460,tblArgoMerge_REP,412 error adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr443,Downwelling Irradiance at 443 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,461,tblArgoMerge_REP,443 downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr443_adj,Adjusted Downwelling Irradiance at 443 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,462,tblArgoMerge_REP,443 adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr443_adj_err,Adjusted Downwelling Irradiance Error at 443 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,463,tblArgoMerge_REP,443 error adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr490,Downwelling Irradiance at 490 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,464,tblArgoMerge_REP,490 downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr490_adj,Adjusted Downwelling Irradiance at 490 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,465,tblArgoMerge_REP,490 adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr490_adj_err,Adjusted Downwelling Irradiance Error at 490 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,466,tblArgoMerge_REP,490 error adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr555,Downwelling Irradiance at 555 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,467,tblArgoMerge_REP,555 downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
