Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
organism_singleCell,Type of organism,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,988,tblSingleCellGenomes_Chisholm,"organism_singleCell, Type of organism, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
geographical_location_singleCell,The ocean that the single cell was isolated from: Pacific Ocean or Atlantic Ocean,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,989,tblSingleCellGenomes_Chisholm,"geographical_location_singleCell, The ocean that the single cell was isolated from: Pacific Ocean or Atlantic Ocean, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Sample_Type_singleCell,Sample type: single cell,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,995,tblSingleCellGenomes_Chisholm,"Sample_Type_singleCell, Sample type: single cell, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
16S_ITS_Raw_Data_File_singleCell,File name describing raw data file produced by 16S rRNA and 16S-23S ITS region sequencing methods,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,The raw data file name listed here matches the file name of the raw data file archived to the data repository. Polymerase chain reaction (PCR) amplification of target ribosomal RNA genomic regions using group specific primers (bacterial 16S or cyanobacterial ITS) followed by sequencing using the Sanger method.,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,997,tblSingleCellGenomes_Chisholm,"16S_ITS_Raw_Data_File_singleCell, File name describing raw data file produced by 16S rRNA and 16S-23S ITS region sequencing methods, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
16S_ITS_Raw_Data_Repository_singleCell,Name of the repository hosting raw data file for 16S rRNA and 16S-23S ITS sequences,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,Polymerase chain reaction (PCR) amplification of target ribosomal RNA genomic regions using group specific primers (bacterial 16S or cyanobacterial ITS) followed by sequencing using the Sanger method.,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,998,tblSingleCellGenomes_Chisholm,"16S_ITS_Raw_Data_Repository_singleCell, Name of the repository hosting raw data file for 16S rRNA and 16S-23S ITS sequences, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Sequencing_or_Annotation_Assay_Name_singleCell,A unique identifier for the genome sequencing or genome annotation assays,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,"If the same sample was assayed multiple times (ie. technical replicates), then each replicate gets a separate row with a unique Assay Name, and the same Sample Name. Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4","Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1000,tblSingleCellGenomes_Chisholm,"Genome_Sequencing_or_Annotation_Assay_Name_singleCell, A unique identifier for the genome sequencing or genome annotation assays, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Sequencing_Raw_Data_File_singleCell,A file name describing the raw data file produced by the genome sequencing methods,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,The raw data file name listed here matches the file name of the raw data file archived to the data repository. Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1001,tblSingleCellGenomes_Chisholm,"Genome_Sequencing_Raw_Data_File_singleCell, A file name describing the raw data file produced by the genome sequencing methods, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Sequencing_Raw_Data_Repository_singleCell,The name of the repository hosting the genome sequencing raw data file,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1002,tblSingleCellGenomes_Chisholm,"Genome_Sequencing_Raw_Data_Repository_singleCell, The name of the repository hosting the genome sequencing raw data file, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Sequencing_Raw_Data_Record_Accession_singleCell,"Accession, ID, or DOI of the data archive that contains the genome sequencing raw data file",,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1003,tblSingleCellGenomes_Chisholm,"Genome_Sequencing_Raw_Data_Record_Accession_singleCell, Accession, ID, or DOI of the data archive that contains the genome sequencing raw data file, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Sequencing_Derived_Data_File_singleCell,A file name describing the derived data file produced by the genome sequencing methods,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,The derived data file name listed here matches the file name of the derived data file archived to the data repository. Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1004,tblSingleCellGenomes_Chisholm,"Genome_Sequencing_Derived_Data_File_singleCell, A file name describing the derived data file produced by the genome sequencing methods, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Sequencing_Derived_Data_Repository_singleCell,The name of the repository hosting the genome sequencing derived data file,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1005,tblSingleCellGenomes_Chisholm,"Genome_Sequencing_Derived_Data_Repository_singleCell, The name of the repository hosting the genome sequencing derived data file, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Sequencing_Derived_Data_Record_Accession_singleCell,"Accession, ID, or DOI of data archive containing genome sequencing derived data file",,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1006,tblSingleCellGenomes_Chisholm,"Genome_Sequencing_Derived_Data_Record_Accession_singleCell, Accession, ID, or DOI of data archive containing genome sequencing derived data file, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Annotation_Derived_Data_File_singleCell,A file name describing the derived data file produced by the genome annotation methods,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,The derived data file name listed here matches the file name of the derived data file archived to the data repository. Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1007,tblSingleCellGenomes_Chisholm,"Genome_Annotation_Derived_Data_File_singleCell, A file name describing the derived data file produced by the genome annotation methods, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Annotation_Derived_Data_Repository_singleCell,The name of the repository hosting the genome annotation derived data file,,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1008,tblSingleCellGenomes_Chisholm,"Genome_Annotation_Derived_Data_Repository_singleCell, The name of the repository hosting the genome annotation derived data file, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
Genome_Annotation_Derived_Data_Record_Accession_singleCell,"Accession, ID, or DOI of data archive that contains genome annotation derived data file",,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,Library Preparation: Illumina Nextera XT followed by size selection (500 +/- 50 bp); Sequencing: Paired-end 150+150 nt on Illumina NextSeq 500; Whole genome assembly using SPAdes 3.0.0; Genome annotation using IMG Annotation Pipeline version 4,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1009,tblSingleCellGenomes_Chisholm,"Genome_Annotation_Derived_Data_Record_Accession_singleCell, Accession, ID, or DOI of data archive that contains genome annotation derived data file, Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise, Pacific, Atlantic, flow cytometry, FCM, Hawaii, Bermuda"
time_quality_Chisholm,The data quality of the H:M:S portion of the time variable. 0 = The time for when the single cell was isolated was not available so the time was set to 00:00:00 AM (GMT/UTC),,Observation,In-Situ,Reprocessed,Chemistry+Biology+Biogeochemistry,Three Minutes,Irregular,,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files",Chisolm Lab - DOI: 10.1038/sdata.2018.154,https://chisholmlab.mit.edu/,"Single cell genomes of Prochlorococcus, Synechococcus, extracellular virus particles, and additional microorganisms from a diverse range of bacterial, archaeal, and viral groups, coming from a diverse set of marine environments: Isolation information and where to access 16S rRNA, genome sequencing, and genome annotation files. Single cells were isolated from CMORE, HOT, BATS, GEOTRACES, and SCOPE cruises.",75,1010,tblSingleCellGenomes_Chisholm,"time_quality_Chisholm, The data quality of the H:M:S portion of the time variable. 0 = The time for when the single cell was isolated was not available so the time was set to 00:00:00 AM (GMT/UTC), Chisholm, Berube, MIT, single cell, genomes, microbe, Prochlorococcus, Synechococcus, Pro, Syn, plankton, picoplankton, photosynthesis, cyanobacteria, chlorophyll, microorganism, bacteria, cell, virus, archaea, uncultivated, Nature Scientific Data, C-MORE, HOT, BATS, GEOTRACES, SCOPE, cruise"
Chl050_darwin_3day,Chl050 concentration (3 day),mg Chl,Model,Blend,Reprocessed,Biogeochemistry,Three Days,1/4° X 1/4°,Test dataset and variable for 3 day averaged darwin data,Darwin Biogeochemistry 3 Day Averaged Model,http://darwinproject.mit.edu,http://darwinproject.mit.edu,"""The Darwin Project is an initiative to advance the development and application of novel models of marine microbes and microbial communities, identifying the relationships of individuals and communities to their environment, connecting cellular-scale processes to global microbial community structure.""      http://darwinproject.mit.edu/",76,1011,tblDarwin_3day,Chl050_darwin_3day Chl050 concentration (3 day) chl050 chl chlorophyll rep reprocessed model darwin mit mitgcm nutrient bio chem biogo biogeochemistry biogeochem ecology blend
pressure,Pressure,dbar,Observation,In-Situ,Reprocessed,Physics,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1017,tblHOT224,"pressure, Pressure, Sea-Bird, 9/11-plus, CTD, Physics, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
synechococcus_abundance,Synechococcus Abundance,#/ml,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,# * 10^5/ml,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1018,tblHOT224,"synechococcus_abundance, Synechococcus, Abundance, flow_cytometry, Flow, Cytometry, pro, abundance, bio, biology, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
particulate_phosphorus,Particulate Phosphorus,nmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1019,tblHOT224,"particulate_phosphorus, Particulate, Phosphorus, High, Temperature, Combustion, Particulate, BioGeoChemistry, HOT224, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
sra_study,Sra Study,,Observation,In-Situ,Reprocessed,Biosample,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1020,tblHOT224,"sra_study, Sra, Study, Sequence, Read, Archive, Sequence, data, BioSample, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
sra_biosample,Sra Biosample,,Observation,In-Situ,Reprocessed,Biosample,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1021,tblHOT224,"sra_biosample, Sra, Biosample, Sequence, Read, Archive, Sequence, data, BioSample, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
filter_min,Filter Min,µm,Observation,In-Situ,Reprocessed,Biosample,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1022,tblHOT224,"filter_min, Filter, Min, Collection, filter, pore, size, BioSample, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
nitrate_and_nitrite,Nitrate And Nitrite,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Three Minutes,Irregular,,hot224_cruise,"University of Hawaii, Manoa","Edward Delong -- University of Hawaii, Manoa",HOT224,79,1023,tblHOT224,"nitrate_and_nitrite, Nitrate, And, Nitrite, Autoanalyzer, Nutrient, BioGeoChemistry, HOT224, cruise, in-situ, insitu, observation, reprocessed, rep, hawaii, Edward Delong, UH, University of Hawaii, UofH"
